Epoch,Batch,Loss
0,0,11.245525360107422
0,1,10.307583808898926
0,2,9.736801147460938
0,3,10.063897132873535
0,4,9.18407154083252
0,5,8.956085205078125
0,6,9.559022903442383
0,7,9.394120216369629
0,8,9.41279125213623
0,9,8.401468276977539
0,10,8.341954231262207
0,11,7.806451320648193
0,12,8.155548095703125
0,13,7.535217761993408
0,14,6.675342559814453
0,15,7.502277374267578
0,16,7.111631393432617
0,17,7.26373291015625
0,18,6.719812393188477
0,19,6.743879318237305
0,20,6.646049499511719
0,21,6.493099212646484
0,22,6.757426738739014
1,0,6.503071308135986
1,1,5.530156135559082
1,2,5.488429546356201
1,3,5.154533386230469
1,4,4.584914207458496
1,5,6.0518083572387695
1,6,4.9831390380859375
1,7,5.280212879180908
1,8,4.820450305938721
1,9,4.1608567237854
1,10,5.148609638214111
1,11,4.636738300323486
1,12,3.977031946182251
1,13,4.567695617675781
1,14,4.7792229652404785
1,15,4.749302864074707
1,16,4.927034378051758
1,17,3.701550006866455
1,18,4.337997913360596
1,19,3.8817262649536133
1,20,3.7567050457000732
1,21,3.3638744354248047
1,22,2.374593734741211
2,0,2.9842636585235596
2,1,3.5611939430236816
2,2,3.2090096473693848
2,3,3.074331760406494
2,4,2.581270456314087
2,5,2.8586833477020264
2,6,2.848595380783081
2,7,2.4979610443115234
2,8,2.558558940887451
2,9,2.40194034576416
2,10,2.518380880355835
2,11,2.3214969635009766
2,12,2.5694613456726074
2,13,2.4560394287109375
2,14,2.545999526977539
2,15,2.445195198059082
2,16,2.427788734436035
2,17,2.192866802215576
2,18,2.5220391750335693
2,19,2.0758166313171387
2,20,2.555553436279297
2,21,2.2635607719421387
2,22,1.6421222686767578
3,0,2.4890177249908447
3,1,2.172562599182129
3,2,2.419766902923584
3,3,2.308823585510254
3,4,2.1580395698547363
3,5,2.340291976928711
3,6,2.4016757011413574
3,7,2.1151809692382812
3,8,2.379739999771118
3,9,2.3822813034057617
3,10,2.4471418857574463
3,11,2.446835994720459
3,12,2.1447701454162598
3,13,2.0393552780151367
3,14,1.9869630336761475
3,15,2.110151529312134
3,16,1.9600768089294434
3,17,2.1858832836151123
3,18,2.036879062652588
3,19,1.8834327459335327
3,20,2.1475696563720703
3,21,2.493884325027466
3,22,2.4756288528442383
4,0,2.409191131591797
4,1,2.194828987121582
4,2,2.13144850730896
4,3,2.3302364349365234
4,4,2.1416983604431152
4,5,2.119863748550415
4,6,2.403717517852783
4,7,2.5355281829833984
4,8,2.1491403579711914
4,9,1.9429121017456055
4,10,1.9782171249389648
4,11,2.3731703758239746
4,12,2.021876335144043
4,13,2.2931246757507324
4,14,1.837976336479187
4,15,2.124255657196045
4,16,2.306576728820801
4,17,1.9438025951385498
4,18,1.986578345298767
4,19,1.9147155284881592
4,20,2.088092803955078
4,21,1.895058035850525
4,22,2.171290159225464
5,0,2.0158166885375977
5,1,2.5374934673309326
5,2,2.471590995788574
5,3,1.524275302886963
5,4,1.955892562866211
5,5,1.9827067852020264
5,6,2.1881818771362305
5,7,1.9543101787567139
5,8,2.19215989112854
5,9,2.3963632583618164
5,10,1.937347650527954
5,11,1.9690405130386353
5,12,2.139831304550171
5,13,2.02824068069458
5,14,1.7823152542114258
5,15,1.9786899089813232
5,16,2.127659797668457
5,17,2.0728015899658203
5,18,2.2219760417938232
5,19,2.0307576656341553
5,20,1.931291937828064
5,21,2.2364721298217773
5,22,2.2129054069519043
6,0,1.907886028289795
6,1,2.1485540866851807
6,2,2.333214521408081
6,3,2.4357614517211914
6,4,1.9241933822631836
6,5,1.887324571609497
6,6,2.0251240730285645
6,7,2.133267641067505
6,8,2.1992506980895996
6,9,2.3152618408203125
6,10,1.9857969284057617
6,11,1.915287971496582
6,12,1.7087757587432861
6,13,2.264805555343628
6,14,1.8734551668167114
6,15,1.951582431793213
6,16,1.8941644430160522
6,17,1.9491474628448486
6,18,1.9485020637512207
6,19,1.8055124282836914
6,20,1.860811471939087
6,21,1.7979673147201538
6,22,2.3218278884887695
7,0,1.7450413703918457
7,1,2.076378583908081
7,2,1.7379751205444336
7,3,2.2268176078796387
7,4,2.037396192550659
7,5,1.974299669265747
7,6,2.144606590270996
7,7,2.214932680130005
7,8,1.9290728569030762
7,9,2.1692304611206055
7,10,1.989213228225708
7,11,1.9914196729660034
7,12,1.8790473937988281
7,13,1.8619377613067627
7,14,1.9169738292694092
7,15,1.8075727224349976
7,16,2.2716269493103027
7,17,1.905971646308899
7,18,1.7330354452133179
7,19,1.7705485820770264
7,20,1.8647284507751465
7,21,1.9081058502197266
7,22,2.6194982528686523
8,0,1.7972573041915894
8,1,1.578903079032898
8,2,1.7655290365219116
8,3,1.8488901853561401
8,4,2.12579083442688
8,5,2.1490626335144043
8,6,1.5228381156921387
8,7,1.9838173389434814
8,8,2.0895204544067383
8,9,1.8173590898513794
8,10,1.759604811668396
8,11,2.110604763031006
8,12,1.9230291843414307
8,13,1.9670376777648926
8,14,2.1719093322753906
8,15,1.7502201795578003
8,16,1.788463830947876
8,17,2.1288294792175293
8,18,2.3287973403930664
8,19,2.312817096710205
8,20,1.8907804489135742
8,21,1.9847897291183472
8,22,2.1294617652893066
9,0,1.9696553945541382
9,1,1.759657859802246
9,2,2.151249885559082
9,3,1.9688920974731445
9,4,1.7408711910247803
9,5,1.6402580738067627
9,6,1.9238224029541016
9,7,2.0776619911193848
9,8,1.7346605062484741
9,9,1.9601492881774902
9,10,1.5113728046417236
9,11,1.8572332859039307
9,12,2.0158867835998535
9,13,2.10528826713562
9,14,1.6047922372817993
9,15,1.862453579902649
9,16,1.8618965148925781
9,17,1.97029709815979
9,18,1.814096212387085
9,19,1.7032477855682373
9,20,1.9481406211853027
9,21,1.9747334718704224
9,22,2.10802960395813
10,0,2.169020652770996
10,1,1.6436867713928223
10,2,1.7703083753585815
10,3,1.7778832912445068
10,4,1.7408268451690674
10,5,1.7562528848648071
10,6,1.6257836818695068
10,7,1.7611440420150757
10,8,1.8729541301727295
10,9,1.598670482635498
10,10,1.9368577003479004
10,11,1.9928615093231201
10,12,2.1358718872070312
10,13,1.7302199602127075
10,14,1.9466184377670288
10,15,2.0205066204071045
10,16,1.9237393140792847
10,17,1.8271968364715576
10,18,1.8739889860153198
10,19,2.1056599617004395
10,20,2.03438663482666
10,21,1.5977908372879028
10,22,1.9710485935211182
11,0,1.5524359941482544
11,1,1.9089739322662354
11,2,1.6715679168701172
11,3,1.8470698595046997
11,4,1.8485543727874756
11,5,1.8399585485458374
11,6,2.3180384635925293
11,7,1.9474401473999023
11,8,1.972423791885376
11,9,1.9592571258544922
11,10,1.8788952827453613
11,11,1.7007505893707275
11,12,1.9874131679534912
11,13,1.6822856664657593
11,14,1.7483035326004028
11,15,1.6330175399780273
11,16,1.5570790767669678
11,17,2.0438919067382812
11,18,1.9146935939788818
11,19,1.8137826919555664
11,20,1.8801603317260742
11,21,1.89788818359375
11,22,1.4970096349716187
12,0,2.287518262863159
12,1,2.1803250312805176
12,2,1.6907031536102295
12,3,1.7448413372039795
12,4,1.7414493560791016
12,5,1.9246728420257568
12,6,1.7830854654312134
12,7,1.412933588027954
12,8,1.6538383960723877
12,9,1.5523478984832764
12,10,1.7949589490890503
12,11,1.4824821949005127
12,12,1.6526923179626465
12,13,2.148129463195801
12,14,1.5064589977264404
12,15,2.324172019958496
12,16,1.7312352657318115
12,17,1.5092887878417969
12,18,1.4237844944000244
12,19,1.7063589096069336
12,20,1.8203942775726318
12,21,1.455673098564148
12,22,2.1514315605163574
13,0,1.6883089542388916
13,1,1.6861982345581055
13,2,1.7064342498779297
13,3,1.861033320426941
13,4,1.6764425039291382
13,5,1.7598016262054443
13,6,1.5699723958969116
13,7,1.8793809413909912
13,8,1.6137571334838867
13,9,1.8572680950164795
13,10,1.9079582691192627
13,11,1.6499121189117432
13,12,1.9520752429962158
13,13,1.6949057579040527
13,14,1.5931476354599
13,15,1.7121074199676514
13,16,1.6521084308624268
13,17,1.6879805326461792
13,18,1.4988473653793335
13,19,1.6625373363494873
13,20,1.7349828481674194
13,21,1.595868468284607
13,22,1.74062180519104
14,0,1.4295188188552856
14,1,1.6328885555267334
14,2,1.555126428604126
14,3,1.4165141582489014
14,4,1.242688536643982
14,5,1.8376744985580444
14,6,1.451981782913208
14,7,1.7758668661117554
14,8,1.8412494659423828
14,9,1.8737375736236572
14,10,1.5166062116622925
14,11,1.586092233657837
14,12,1.6181352138519287
14,13,1.471780776977539
14,14,1.638243556022644
14,15,1.3833959102630615
14,16,1.761381983757019
14,17,1.5122517347335815
14,18,1.9365826845169067
14,19,1.7845412492752075
14,20,1.5713226795196533
14,21,1.8087050914764404
14,22,1.8405847549438477
15,0,1.5780622959136963
15,1,1.3571574687957764
15,2,1.52121102809906
15,3,1.4750683307647705
15,4,1.7852689027786255
15,5,1.7822762727737427
15,6,1.480984091758728
15,7,1.5473390817642212
15,8,1.522546648979187
15,9,1.6966058015823364
15,10,1.429840326309204
15,11,1.6621938943862915
15,12,1.6972874402999878
15,13,1.658678650856018
15,14,1.9231178760528564
15,15,1.498986005783081
15,16,1.4855647087097168
15,17,1.3411250114440918
15,18,1.3056381940841675
15,19,1.318152666091919
15,20,1.5596210956573486
15,21,1.5309911966323853
15,22,1.5719530582427979
16,0,1.4651850461959839
16,1,1.5839345455169678
16,2,1.2968814373016357
16,3,1.6666736602783203
