Epoch,Generator Loss,Discriminator Loss
0,-0.12227967381477356,0.08209779113531113
1,-0.2676447033882141,0.149878591299057
2,-0.08529487252235413,0.0015263855457305908
3,-0.05382170528173447,-0.05965414643287659
4,-0.13039499521255493,-0.06508216261863708
5,-0.4206961691379547,0.25624194741249084
6,-0.3417222499847412,0.13399752974510193
7,-0.1985199749469757,-0.0344184935092926
8,-0.173027902841568,-0.1643456220626831
9,-0.5217235088348389,0.10239812731742859
10,-0.6280860900878906,0.18102049827575684
11,-0.5251535773277283,0.006041347980499268
12,-0.6870519518852234,-0.055958330631256104
13,-0.6815188527107239,0.007621169090270996
14,-0.6810983419418335,-0.09546816349029541
15,-0.7453618049621582,-0.03540271520614624
16,-0.7160717844963074,0.08116281032562256
17,-0.672035813331604,-0.020703256130218506
18,-0.8379676342010498,-0.010777056217193604
19,-0.7913379073143005,0.04326438903808594
20,-0.7784168720245361,0.08886879682540894
21,-0.7647668719291687,-0.08985692262649536
22,-0.9038643836975098,-0.089505136013031
23,-0.8346660733222961,0.004773855209350586
24,-0.9036461710929871,0.03921401500701904
25,-0.843465268611908,-0.06823974847793579
26,-0.8136244416236877,-0.12393993139266968
27,-0.9159942865371704,-0.0023211240768432617
28,-0.9024137258529663,-0.07158553600311279
29,-0.968212902545929,-0.07975631952285767
30,-0.8725975751876831,-0.07336366176605225
31,-0.8712826371192932,-0.008466184139251709
32,-0.9545741081237793,0.08697420358657837
33,-0.969912588596344,0.01640605926513672
34,-0.9245082139968872,-0.08484703302383423
35,-0.9896153211593628,-0.010324656963348389
36,-0.9199267625808716,0.06617623567581177
37,-0.9600059390068054,0.05508393049240112
38,-0.8584911227226257,-0.06913304328918457
39,-0.9080503582954407,-0.03009110689163208
40,-1.0467807054519653,0.07237273454666138
41,-1.0517560243606567,0.007515549659729004
42,-1.034092903137207,-0.033151865005493164
43,-1.1023070812225342,-0.062346816062927246
44,-1.174378752708435,0.03446066379547119
45,-1.1567991971969604,0.030249595642089844
46,-1.078539252281189,-0.12124645709991455
47,-1.122260570526123,-0.08783280849456787
48,-1.0976307392120361,-0.06927430629730225
49,-1.1209763288497925,-0.15269958972930908
50,-1.167475700378418,-0.1974412202835083
51,-1.2132421731948853,-0.021402716636657715
52,-1.1164772510528564,-0.06957089900970459
53,-1.2102136611938477,-0.004797697067260742
54,-1.1551398038864136,0.02790248394012451
55,-1.2122488021850586,-0.020446300506591797
56,-1.1679561138153076,-0.0315476655960083
57,-1.2452305555343628,-0.0028607845306396484
58,-1.2606282234191895,-0.031714797019958496
59,-1.2686632871627808,0.0006569623947143555
60,-1.2171918153762817,-0.027265310287475586
61,-1.2748847007751465,-0.035008788108825684
62,-1.3168308734893799,-0.0014386177062988281
63,-1.2815957069396973,-0.008348345756530762
64,-1.283156156539917,-0.04906940460205078
65,-1.2159675359725952,0.0331273078918457
66,-1.2710269689559937,-0.21729469299316406
67,-1.2551172971725464,-0.0070792436599731445
68,-1.3841331005096436,0.003187417984008789
69,-1.2131210565567017,-0.18327546119689941
70,-1.3162987232208252,-0.09846937656402588
71,-1.4028656482696533,-0.1856769323348999
72,-1.23821222782135,-0.13786602020263672
73,-1.290747880935669,-0.08269870281219482
74,-1.289668321609497,-0.09062397480010986
75,-1.317355990409851,0.02991163730621338
76,-1.3013174533843994,-0.14807403087615967
77,-1.3467440605163574,-0.0674358606338501
78,-1.2962809801101685,-0.06290364265441895
79,-1.3722000122070312,-0.11231482028961182
80,-1.2680021524429321,-0.06434285640716553
81,-1.2490326166152954,0.053782105445861816
82,-1.3139042854309082,-0.09417176246643066
83,-1.3493646383285522,-0.01900625228881836
84,-1.2732635736465454,-0.05511760711669922
85,-1.3851438760757446,-0.028483033180236816
86,-1.3374955654144287,-0.08485543727874756
87,-1.3191330432891846,-0.055396318435668945
88,-1.3477847576141357,-0.11284828186035156
89,-1.3518768548965454,0.010410785675048828
90,-1.363337755203247,-0.11574852466583252
91,-1.3616923093795776,0.0009056329727172852
92,-1.4386636018753052,-0.10262680053710938
93,-1.3592844009399414,-0.052263855934143066
94,-1.3838591575622559,-0.03173518180847168
95,-1.3829054832458496,-0.0672304630279541
96,-1.4384158849716187,-0.10512185096740723
97,-1.3659802675247192,-0.10189533233642578
98,-1.3719189167022705,-0.06419456005096436
99,-1.428334355354309,0.019449710845947266
100,-1.4017285108566284,0.0029453039169311523
101,-1.4160685539245605,-0.07586538791656494
102,-1.3913012742996216,-0.12828600406646729
103,-1.397977352142334,-0.07339227199554443
104,-1.356550931930542,-0.06005370616912842
105,-1.4140492677688599,-0.06187093257904053
106,-1.3486801385879517,-0.130243182182312
107,-1.4321235418319702,-0.15692973136901855
