Epoch,Generator Loss,Discriminator Loss
0,0.028277406468987465,0.008233312517404556
1,0.03750520199537277,0.01598401926457882
2,-0.010606267489492893,0.017786847427487373
3,0.06078440696001053,0.0004840102046728134
4,0.023062346503138542,-0.0005211131647229195
5,-0.0455012209713459,-0.023640044033527374
6,-0.04122108966112137,-0.027865394949913025
7,-0.07843203842639923,-0.03158169239759445
8,-0.22513198852539062,0.04473966360092163
9,-0.24013082683086395,0.0034222304821014404
10,-0.2282482385635376,0.07106295228004456
11,-0.12055421620607376,0.07246576249599457
12,-0.09529329091310501,-0.024989351630210876
13,0.019762501120567322,-0.142886683344841
14,-0.023201102390885353,0.0018362179398536682
15,0.033759161829948425,-0.1173391044139862
16,0.06594861298799515,-0.11975041776895523
17,0.08806194365024567,-0.2674568295478821
18,0.11536305397748947,-0.3586002588272095
19,0.1371801495552063,-0.2759402096271515
20,-0.014059120789170265,0.002204805612564087
21,-0.12191855162382126,0.050380200147628784
22,-0.11640255153179169,0.00536935031414032
23,-0.2108948826789856,0.06198000907897949
24,-0.2994881272315979,0.18630197644233704
25,-0.47106045484542847,0.257732093334198
26,-0.45129895210266113,0.25381338596343994
27,-0.46243441104888916,0.22154021263122559
28,-0.3312638998031616,0.11459934711456299
29,-0.4044601321220398,0.06691953539848328
30,-0.452261358499527,0.0978119969367981
31,-0.37977269291877747,-0.034139484167099
32,-0.3191806674003601,0.014834225177764893
33,-0.37824344635009766,-0.10815593600273132
34,-0.4787149727344513,0.030950099229812622
35,-0.38789135217666626,0.029078960418701172
36,-0.3847202658653259,-0.13589265942573547
37,-0.3389964997768402,-0.08712998032569885
38,-0.26122498512268066,-0.21641093492507935
39,-0.18523606657981873,-0.21573664247989655
40,-0.1591431051492691,-0.06424131989479065
41,-0.2926008105278015,-0.008749216794967651
42,-0.2876594662666321,-0.010183751583099365
43,-0.42389732599258423,0.07668021321296692
44,-0.5531917810440063,0.08125510811805725
45,-0.533001720905304,0.2697407305240631
46,-0.515811026096344,-0.01868709921836853
47,-0.490003764629364,-0.03662392497062683
48,-0.5085433125495911,-0.04864007234573364
49,-0.4743807315826416,-0.07677391171455383
50,-0.40305426716804504,-0.07402274012565613
51,-0.4659349024295807,-0.055235058069229126
52,-0.5488613843917847,-0.037687838077545166
53,-0.670359194278717,0.03592580556869507
54,-0.6121155023574829,0.013830363750457764
55,-0.6838459968566895,0.06562066078186035
56,-0.7072358131408691,0.1081436276435852
57,-0.6536216735839844,0.08182448148727417
58,-0.639058530330658,0.008222043514251709
59,-0.5642234683036804,0.049885690212249756
60,-0.5315555930137634,-0.003931820392608643
61,-0.535051703453064,-0.07393801212310791
62,-0.40126803517341614,-0.19466432929039001
63,-0.4833650290966034,-0.1685757339000702
64,-0.5807023048400879,-0.07986986637115479
65,-0.6163944005966187,-0.057946860790252686
66,-0.5445268154144287,0.08328747749328613
67,-0.6685373783111572,0.008599340915679932
68,-0.5675403475761414,0.04387706518173218
69,-0.5294380187988281,-0.012318432331085205
70,-0.5812889337539673,-0.03425753116607666
71,-0.5769491791725159,-0.029912590980529785
72,-0.6590167284011841,-0.03446727991104126
