x1,x2
1.6585226,-0.09962951
1.3542016,-0.60397255
-0.7512668,0.83281046
-1.210351,0.071190536
-0.9520598,0.5170031
0.24852131,-0.040338475
-0.014085268,0.8751919
0.14932662,0.0074881394
-0.8333499,0.5703287
1.8700881,-0.007015634
0.9224556,-0.52995825
2.0716062,0.47989467
1.130217,0.27524045
0.023138326,1.1708949
-0.68223757,0.5541383
-0.77176243,0.74761003
-0.44860417,1.1034623
-1.023299,0.21891494
-0.96370983,0.40356615
0.30593613,-0.3566621
-0.03785137,-0.16229944
0.7655919,-0.4761599
1.4488008,-0.3757435
1.7747381,-0.21417706
0.9231397,0.09483544
0.43480048,0.9335287
1.8670475,-0.045132153
-0.9367152,0.53802234
-0.7366975,0.6151489
0.38456753,-0.077120155
1.258959,-0.65194845
-0.011706661,0.16052599
0.47041187,-0.4168879
2.0654368,0.26988342
1.2801414,-0.45235905
1.8887683,0.13950309
1.9239168,0.21931182
0.5063644,0.89233613
0.61709964,-0.42669097
0.8269813,0.4096445
1.3898581,-0.43483013
2.0158663,0.6273414
0.15520024,-0.19007272
0.8173188,-0.42557338
0.20689371,0.77682143
-0.013631315,0.8545496
0.2177736,0.9437624
0.6154536,-0.56398225
1.823738,-0.22206911
0.7389472,0.3412122
1.7390662,-0.17665118
1.0303394,0.34046435
2.0906363,0.0792774
1.636847,-0.13460931
-0.6994144,0.6748316
1.992127,0.06064883
-0.991036,0.25307557
0.7100506,0.5070009
1.5462087,-0.25896424
1.1032405,-0.5284559
0.72439903,-0.3978079
1.2103094,-0.45425797
1.8283911,0.029306965
0.6848948,0.7422871
0.073561035,0.908693
0.18301743,-0.06925603
0.38457114,-0.058584906
0.94611305,0.19425637
-1.0315127,-0.02807647
0.042740375,0.62950784
1.9602964,0.24089265
1.1816946,-0.18327014
0.18152027,0.8865113
1.8786633,-0.105121665
1.9634372,-0.34325716
0.81346446,0.25080755
0.1652328,-0.11796256
1.9023551,-0.0627426
1.8465695,0.18490025
2.1814725,0.4267649
0.9201594,-0.59343857
-0.42145684,0.762721
0.083349906,-0.28748274
1.0187303,-0.5506969
-1.045299,0.6589757
-0.05234012,0.11734338
0.27519435,0.8867123
0.3562293,-0.32337332
-0.117864765,1.0363836
1.8481176,0.28572738
0.4281437,0.7937126
1.82561,-0.03689694
0.3302302,0.40875265
1.9064837,0.117750265
-1.2892138,-0.2900605
1.7540542,-0.021685446
2.0064065,-0.1181069
0.68276817,0.62568223
-1.0568614,-0.03465545
0.81550634,0.059422236
-0.22300576,1.0422926
0.5351123,0.78723
0.016300518,0.42827213
0.3783764,0.774219
1.331,-0.32065392
1.2718936,0.35055965
1.8914895,0.06321545
0.45007566,0.049583036
0.68300915,0.6795379
0.49130663,0.74470556
0.64028394,0.76113766
1.9273279,0.44116363
0.24515185,0.4870699
1.1307566,0.3449832
1.6467425,-0.08525651
-0.83181286,0.4661141
1.9893967,0.3323173
1.0431504,-0.5304595
0.58728206,-0.57379687
-0.879856,0.8362613
0.6372118,-0.43734196
1.9593855,-0.093642876
1.2159805,0.06470106
-0.43158272,0.8735475
-0.6396298,0.82418555
0.43527094,0.853831
1.839253,0.02328692
0.935557,-0.39367947
0.6114202,-0.4227538
-1.0515296,0.18167894
0.33606628,-0.22570042
-0.0131799895,1.0611598
0.019829188,0.6324647
1.158478,0.08440535
1.085382,-0.4960179
-1.0228636,0.08247256
0.69447887,-0.461579
1.9127918,0.12861642
0.68937415,0.7712063
1.9269631,-0.13522004
1.9021997,-0.09393361
1.0696361,-0.44508106
1.7699971,-0.3034129
0.74597555,-0.49578023
0.7317212,0.20375675
0.6169097,0.698915
-0.39711043,0.7088811
0.67647445,0.78291893
1.805466,0.030352004
-0.54534304,0.99182534
1.932485,0.14562024
-0.0029583543,0.23347984
1.8713247,0.4615778
-0.70674443,0.7366998
-1.0925634,0.12671408
0.34660777,1.0403658
2.1261125,0.13734211
0.09058803,-0.18573332
0.114146754,0.25360963
1.9026525,0.16976543
-1.0398682,-0.101975605
0.70051455,0.7471129
1.4628098,-0.46227276
1.3622366,-0.6581152
0.8965633,-0.5177131
0.47770864,-0.3513019
1.0912282,0.19530798
0.0029041867,0.67815
2.1291046,0.33519706
2.0015595,0.25838026
0.9689807,0.46298206
0.26789743,0.058453754
-0.9238883,0.87054676
1.7217692,-0.036729205
2.0883663,0.24110694
-0.18486609,0.9170943
0.93242216,0.45717463
0.7054056,-0.61343145
0.8362151,-0.030093765
-0.5310285,0.9707279
2.0098858,0.20518883
-0.9512869,0.1430161
0.5814409,-0.47237304
0.66996783,0.6701048
-0.5824197,0.8007704
1.4483234,-0.473061
-1.1351581,-0.001584569
-0.0009088759,0.7811564
1.9608586,-0.29068485
-0.22174156,0.8063298
0.05681949,0.66804004
-1.022957,0.09178171
0.36912674,-0.33519697
1.017471,0.0421226
0.48480782,0.7632785
-0.34361184,1.1282008
1.4196804,-0.66041726
0.08129307,0.27007416
-0.6623488,0.754118
1.9812943,0.21555042
0.18506034,-0.11294646
1.5381418,-0.352705
-0.95954406,0.4205345
1.5448853,-0.5623836
-1.111951,0.25410968
0.7572635,0.5016981
1.9509295,0.07681725
-0.23839408,1.0772724
0.9596766,-0.5192504
0.22685452,0.91790134
1.6273621,-0.4916472
0.110601895,1.0318549
-1.0985098,0.24406777
-0.77775997,0.758458
1.2814766,-0.43271834
0.83929276,0.2024918
1.039749,-0.048318084
0.29009488,0.69087
0.601175,0.2429069
-1.0706661,0.3235567
1.7450309,-0.33256143
1.6944033,-0.0348786
-0.90959936,0.18605483
0.89670026,-0.26288453
1.0056475,-0.23055606
0.93418497,-0.5996532
-0.6825023,0.84985894
0.41328424,-0.31395653
0.48382306,-0.2918279
0.7202303,-0.3998601
0.7294032,0.73616236
-0.81634647,0.6971353
-0.70154375,0.6587717
0.63416916,-0.40708628
0.47042933,-0.28490284
0.27544743,-0.023595933
-0.95291305,0.45446464
0.76744896,0.60464364
0.7927429,-0.55159885
-0.46024612,1.0476087
0.030276047,0.5103961
1.8970588,0.28395182
1.5141815,-0.29917938
0.9394734,-0.5045731
0.26390284,0.4201206
-1.2496349,0.53521246
2.1465962,0.39224958
0.9878871,0.2512894
-0.9624002,0.04823488
1.0608778,0.0091410335
1.8558985,-0.29684153
0.24568182,0.0008886964
1.9306695,0.47237262
0.5542526,0.81583524
0.317268,0.12489543
-1.0185634,0.46958476
1.8212768,0.0468566
0.8079297,-0.4291941
0.9707888,0.5495684
-0.64887065,0.7366504
0.40771186,-0.26283184
2.1707568,0.32709187
0.71898675,0.051659018
0.049768448,1.0003585
-0.83848095,0.4744532
0.93687207,0.24136259
1.4469754,-0.50042784
2.1746714,0.3023865
0.35398424,-0.34968877
1.2597663,-0.5725223
0.8628248,-0.06571408
0.8810747,-0.56072676
0.94477206,-0.032567013
